Contig accession,Feature name,Feature,Begin,End,Strand,Length
PPYXA570.00010,PPYXA570_01197,CDS,434978,439576,+,4599
PPYXA570.00010,PPYXA570_01198,CDS,439899,441536,+,1638
PPYXA570.00010,PPYXA570_01199,CDS,441653,442297,+,645
PPYXA570.00010,PPYXA570_01200,CDS,442575,443318,+,744
PPYXA570.00010,PPYXA570_01201,CDS,443302,443940,+,639
PPYXA570.00010,PPYXA570_01202,CDS,443980,444873,+,894
PPYXA570.00010,PPYXA570_01203,CDS,444890,445588,+,699
PPYXA570.00010,PPYXA570_01204,CDS,445588,446523,+,936
PPYXA570.00010,PPYXA570_01205,CDS,446534,447871,+,1338
PPYXA570.00010,PPYXA570_01206,CDS,447891,448646,+,756
PPYXA570.00010,PPYXA570_01207,CDS,448643,450094,+,1452
PPYXA570.00010,PPYXA570_01208,CDS,450100,451479,+,1380
PPYXA570.00010,PPYXA570_01209,CDS,451502,452341,+,840
PPYXA570.00010,PPYXA570_01210,CDS,452328,453515,+,1188
PPYXA570.00010,PPYXA570_01211,CDS,453512,454660,+,1149
PPYXA570.00010,PPYXA570_01212,CDS,454689,455789,+,1101
PPYXA570.00010,PPYXA570_01213,CDS,455795,457123,+,1329
PPYXA570.00010,PPYXA570_01214,CDS,457779,459155,+,1377
PPYXA570.00010,PPYXA570_01215,CDS,459373,461007,+,1635
PPYXA570.00010,PPYXA570_01216,CDS,461056,463350,+,2295
PPYXA570.00010,PPYXA570_01217,CDS,463664,463846,+,183
PPYXA570.00010,PPYXA570_01218,CDS,463898,464266,-,369
PPYXA570.00010,PPYXA570_01219,CDS,464595,465344,+,750
PPYXA570.00010,PPYXA570_01220,CDS,465325,466002,+,678
PPYXA570.00010,PPYXA570_01221,CDS,466086,466784,+,699
PPYXA570.00010,PPYXA570_01222,CDS,466819,467757,+,939
PPYXA570.00010,PPYXA570_01223,CDS,467778,468767,+,990
PPYXA570.00010,PPYXA570_01224,CDS,468882,470225,+,1344
PPYXA570.00010,PPYXA570_01225,CDS,470212,471480,+,1269
PPYXA570.00010,PPYXA570_01226,CDS,472224,473438,+,1215
PPYXA570.00010,PPYXA570_01227,CDS,473435,474676,+,1242
PPYXA570.00010,PPYXA570_01228,CDS,474651,475463,+,813
PPYXA570.00010,PPYXA570_01229,CDS,475516,476856,+,1341
PPYXA570.00010,PPYXA570_01230,CDS,476870,477847,+,978
PPYXA570.00010,PPYXA570_01231,CDS,477966,478463,+,498
PPYXA570.00010,PPYXA570_01232,CDS,478579,479499,+,921
PPYXA570.00010,PPYXA570_01233,CDS,479492,480274,+,783
PPYXA570.00010,PPYXA570_01234,CDS,480535,481620,+,1086
PPYXA570.00010,PPYXA570_01235,CDS,481660,482121,-,462
PPYXA570.00010,PPYXA570_01236,CDS,482167,483198,-,1032
PPYXA570.00010,PPYXA570_01237,CDS,483321,484751,+,1431
PPYXA570.00010,PPYXA570_01238,CDS,484946,485890,+,945
PPYXA570.00010,PPYXA570_01239,CDS,485959,486861,-,903
PPYXA570.00010,PPYXA570_01240,CDS,487074,488360,+,1287
PPYXA570.00010,PPYXA570_01241,CDS,488335,490260,+,1926
PPYXA570.00010,PPYXA570_01242,CDS,490314,490442,+,129
PPYXA570.00010,PPYXA570_01243,CDS,490571,491626,+,1056
PPYXA570.00010,PPYXA570_01244,CDS,491613,491915,+,303
PPYXA570.00010,PPYXA570_01245,CDS,491917,492402,+,486
PPYXA570.00010,PPYXA570_01246,CDS,492460,493986,+,1527
PPYXA570.00010,PPYXA570_01247,CDS,494007,495884,+,1878
PPYXA570.00010,PPYXA570_01248,CDS,496542,497873,+,1332
PPYXA570.00010,PPYXA570_01249,CDS,498054,498968,-,915
PPYXA570.00010,PPYXA570_01250,CDS,499177,499416,+,240
PPYXA570.00010,PPYXA570_01251,CDS,499466,499645,+,180
PPYXA570.00010,PPYXA570_01252,CDS,499777,500433,-,657
PPYXA570.00010,PPYXA570_01253,CDS,500426,501094,-,669
PPYXA570.00010,PPYXA570_01254,CDS,501132,501872,-,741
PPYXA570.00010,PPYXA570_01255,CDS,501928,503112,-,1185
PPYXA570.00010,PPYXA570_01256,CDS,503780,504310,-,531
PPYXA570.00010,PPYXA570_01257,CDS,504446,504925,+,480
PPYXA570.00010,PPYXA570_01258,CDS,504929,505765,+,837
PPYXA570.00010,PPYXA570_01259,CDS,505782,506297,+,516
PPYXA570.00010,PPYXA570_01260,CDS,506294,507358,+,1065
PPYXA570.00010,PPYXA570_01261,CDS,507903,509867,-,1965
PPYXA570.00010,PPYXA570_01262,CDS,510137,510790,+,654
PPYXA570.00010,PPYXA570_01263,CDS,510829,511317,+,489
PPYXA570.00010,PPYXA570_01264,CDS,511431,511913,+,483
PPYXA570.00010,PPYXA570_01265,CDS,512016,512264,+,249
PPYXA570.00010,PPYXA570_01266,CDS,512377,513144,+,768
PPYXA570.00010,PPYXA570_01267,CDS,513433,513714,+,282
PPYXA570.00010,PPYXA570_01268,CDS,513788,515416,+,1629
PPYXA570.00010,PPYXA570_01269,CDS,515628,516251,+,624
PPYXA570.00010,PPYXA570_01270,CDS,516501,517262,+,762
PPYXA570.00010,PPYXA570_01271,CDS,517355,517597,+,243
PPYXA570.00010,PPYXA570_01272,CDS,517705,518328,+,624
PPYXA570.00010,PPYXA570_01273,CDS,518736,519617,+,882
PPYXA570.00010,PPYXA570_01274,CDS,519718,521043,+,1326
PPYXA570.00010,PPYXA570_01275,CDS,521149,521739,-,591
PPYXA570.00010,PPYXA570_01276,CDS,521769,522116,-,348
PPYXA570.00010,PPYXA570_01277,CDS,522133,522825,-,693
PPYXA570.00010,PPYXA570_01278,CDS,522963,523934,+,972
PPYXA570.00010,PPYXA570_01279,CDS,524017,524805,-,789
PPYXA570.00010,PPYXA570_01280,CDS,525386,525559,-,174
PPYXA570.00010,PPYXA570_01281,CDS,525652,526368,+,717
PPYXA570.00010,PPYXA570_01282,CDS,526975,527349,+,375
PPYXA570.00010,PPYXA570_01283,CDS,527467,527787,-,321
PPYXA570.00010,PPYXA570_01284,CDS,527957,528946,+,990
PPYXA570.00010,PPYXA570_01285,CDS,528943,529764,+,822
PPYXA570.00010,PPYXA570_01286,CDS,529882,531249,+,1368
PPYXA570.00010,PPYXA570_01287,CDS,531505,532089,+,585
PPYXA570.00010,PPYXA570_01288,CDS,532114,533478,+,1365
PPYXA570.00010,PPYXA570_01289,CDS,533480,534703,+,1224
PPYXA570.00010,PPYXA570_01290,CDS,534797,537391,-,2595
PPYXA570.00010,PPYXA570_01291,CDS,537366,538589,-,1224
PPYXA570.00010,PPYXA570_01292,CDS,539103,539666,+,564
PPYXA570.00010,PPYXA570_01293,CDS,539819,541300,+,1482
PPYXA570.00010,PPYXA570_01294,CDS,541441,543471,-,2031
PPYXA570.00010,PPYXA570_01295,CDS,543698,544645,-,948
PPYXA570.00010,PPYXA570_01296,CDS,545086,545778,-,693
PPYXA570.00010,PPYXA570_01297,CDS,545771,546694,-,924
PPYXA570.00010,PPYXA570_01298,CDS,546797,547741,-,945
PPYXA570.00010,PPYXA570_01299,CDS,547743,548450,-,708
PPYXA570.00010,PPYXA570_01300,CDS,550707,550892,-,186
PPYXA570.00010,PPYXA570_01301,CDS,550843,551148,-,306
PPYXA570.00010,PPYXA570_01302,CDS,551402,552151,+,750
PPYXA570.00010,PPYXA570_01303,CDS,552173,554221,+,2049
PPYXA570.00010,PPYXA570_01304,CDS,554205,555209,+,1005
PPYXA570.00010,PPYXA570_01305,CDS,555244,556044,+,801
PPYXA570.00010,PPYXA570_01306,CDS,556167,558860,+,2694
PPYXA570.00010,PPYXA570_01307,CDS,558857,559351,+,495
PPYXA570.00010,PPYXA570_01308,CDS,559367,560377,+,1011
PPYXA570.00010,PPYXA570_01309,CDS,560382,560663,+,282
PPYXA570.00010,PPYXA570_01310,CDS,561884,562387,+,504
PPYXA570.00010,PPYXA570_01311,CDS,562640,564271,+,1632
PPYXA570.00010,PPYXA570_01312,CDS,564299,566020,-,1722
PPYXA570.00010,PPYXA570_01313,CDS,566130,567101,-,972
PPYXA570.00010,PPYXA570_01314,CDS,567336,567968,+,633
PPYXA570.00010,PPYXA570_01315,CDS,568079,569356,+,1278
PPYXA570.00010,PPYXA570_01316,CDS,569624,570820,+,1197
PPYXA570.00010,PPYXA570_01317,CDS,571114,571395,+,282
PPYXA570.00010,PPYXA570_01318,CDS,571480,571752,+,273
PPYXA570.00010,PPYXA570_01319,CDS,571931,574153,+,2223
PPYXA570.00010,PPYXA570_01320,CDS,574534,575046,+,513
PPYXA570.00010,PPYXA570_01321,tRNA,575091,575166,+,76
PPYXA570.00010,PPYXA570_01322,tRNA,575168,575256,+,89
PPYXA570.00010,PPYXA570_01323,CDS,575425,576300,-,876
PPYXA570.00010,PPYXA570_01324,CDS,576373,577134,-,762
PPYXA570.00010,PPYXA570_01325,tRNA,577381,577452,+,72
PPYXA570.00010,PPYXA570_01326,tRNA,577539,577614,+,76
PPYXA570.00010,PPYXA570_01327,tRNA,577630,577715,+,86
PPYXA570.00010,PPYXA570_01328,CDS,577878,578333,+,456
PPYXA570.00010,PPYXA570_01329,CDS,578520,578894,+,375
PPYXA570.00010,PPYXA570_01330,CDS,578982,579365,+,384
PPYXA570.00010,PPYXA570_01331,CDS,579994,580731,-,738
PPYXA570.00010,PPYXA570_01332,tRNA,580995,581077,+,83
PPYXA570.00010,PPYXA570_01333,CDS,581227,581712,-,486
PPYXA570.00010,PPYXA570_01334,CDS,582461,582856,+,396
PPYXA570.00010,PPYXA570_01335,CDS,582936,583043,+,108
PPYXA570.00010,PPYXA570_01336,CDS,583263,584939,+,1677
PPYXA570.00010,PPYXA570_01337,CDS,584986,587022,+,2037
PPYXA570.00010,PPYXA570_01338,CDS,587042,587770,+,729
PPYXA570.00010,PPYXA570_01339,CDS,587901,589109,-,1209
PPYXA570.00010,PPYXA570_01340,CDS,589123,589665,-,543
PPYXA570.00010,PPYXA570_01341,CDS,590068,591387,-,1320
PPYXA570.00010,PPYXA570_01342,CDS,591823,592242,+,420
PPYXA570.00010,PPYXA570_01343,CDS,592396,592692,+,297
PPYXA570.00010,PPYXA570_01344,CDS,592818,593243,+,426
PPYXA570.00010,PPYXA570_01345,CDS,593240,594028,-,789
PPYXA570.00010,PPYXA570_01346,CDS,594265,595236,+,972
PPYXA570.00010,PPYXA570_01347,CDS,595251,596015,+,765
PPYXA570.00010,PPYXA570_01348,CDS,596021,596950,+,930
PPYXA570.00010,PPYXA570_01349,CDS,596947,597834,+,888
PPYXA570.00010,PPYXA570_01350,CDS,598054,600381,+,2328
PPYXA570.00010,PPYXA570_01351,CDS,600478,600696,+,219
PPYXA570.00010,PPYXA570_01352,CDS,600912,602084,+,1173
PPYXA570.00010,PPYXA570_01353,CDS,602092,603345,+,1254
PPYXA570.00010,PPYXA570_01354,CDS,603342,604133,+,792
PPYXA570.00010,PPYXA570_01355,CDS,604146,605024,+,879
PPYXA570.00010,PPYXA570_01356,CDS,605035,605229,+,195
PPYXA570.00010,PPYXA570_01357,CDS,605229,605897,+,669
PPYXA570.00010,PPYXA570_01358,CDS,605938,608154,+,2217
PPYXA570.00010,PPYXA570_01359,CDS,608123,609118,+,996
PPYXA570.00010,PPYXA570_01360,CDS,609149,609718,+,570
PPYXA570.00010,PPYXA570_01361,CDS,609780,611564,+,1785
PPYXA570.00010,PPYXA570_01362,CDS,611774,612655,-,882
PPYXA570.00010,PPYXA570_01363,CDS,612984,614111,+,1128
PPYXA570.00010,PPYXA570_01364,CDS,614134,615033,+,900
PPYXA570.00010,PPYXA570_01365,CDS,615439,617484,+,2046
PPYXA570.00010,PPYXA570_01366,CDS,617775,618089,+,315
PPYXA570.00010,PPYXA570_01367,CDS,618198,619097,-,900
PPYXA570.00010,PPYXA570_01368,CDS,619349,620704,+,1356
PPYXA570.00010,PPYXA570_01369,CDS,620852,621484,+,633
PPYXA570.00010,PPYXA570_01370,CDS,621490,622071,+,582
PPYXA570.00010,PPYXA570_01371,CDS,622245,622646,-,402
PPYXA570.00010,PPYXA570_01372,CDS,622866,623927,+,1062
PPYXA570.00010,PPYXA570_01373,CDS,624080,624850,+,771
PPYXA570.00010,PPYXA570_01374,CDS,624865,626373,-,1509
PPYXA570.00010,PPYXA570_01375,CDS,626506,627417,+,912
PPYXA570.00010,PPYXA570_01376,CDS,627556,628356,-,801
PPYXA570.00010,PPYXA570_01377,CDS,628519,629520,-,1002
PPYXA570.00010,PPYXA570_01378,CDS,629681,630784,+,1104
PPYXA570.00010,PPYXA570_01379,CDS,630774,631745,+,972
PPYXA570.00010,PPYXA570_01380,CDS,631718,632512,+,795
PPYXA570.00010,PPYXA570_01381,CDS,633033,634040,+,1008
PPYXA570.00010,PPYXA570_01382,CDS,634037,635083,+,1047
PPYXA570.00010,PPYXA570_01383,CDS,635080,635916,+,837
PPYXA570.00010,PPYXA570_01384,CDS,635957,637027,+,1071
PPYXA570.00010,PPYXA570_01385,CDS,637024,637584,+,561
PPYXA570.00010,PPYXA570_01386,CDS,637581,638450,+,870
PPYXA570.00010,PPYXA570_01387,CDS,638447,640108,+,1662
PPYXA570.00010,PPYXA570_01388,CDS,640207,641910,-,1704
PPYXA570.00010,PPYXA570_01389,CDS,642413,643642,+,1230
PPYXA570.00010,PPYXA570_01390,CDS,643847,644680,+,834
PPYXA570.00010,PPYXA570_01391,CDS,644847,646748,+,1902
PPYXA570.00010,PPYXA570_01392,CDS,646990,648387,+,1398
PPYXA570.00010,PPYXA570_01393,CDS,648642,649340,+,699
PPYXA570.00010,PPYXA570_01394,CDS,649408,650496,-,1089
PPYXA570.00010,PPYXA570_01395,CDS,650561,651325,-,765
PPYXA570.00010,PPYXA570_01396,CDS,651490,651999,+,510
PPYXA570.00010,PPYXA570_01397,CDS,652099,652533,-,435
PPYXA570.00010,PPYXA570_01398,CDS,652554,653243,-,690
PPYXA570.00010,PPYXA570_01399,CDS,653298,653447,+,150
PPYXA570.00010,PPYXA570_01400,CDS,653419,654276,-,858
PPYXA570.00010,PPYXA570_01401,CDS,654601,655368,+,768
PPYXA570.00010,PPYXA570_01402,CDS,655506,656186,+,681
PPYXA570.00010,PPYXA570_01403,CDS,656269,657687,-,1419
PPYXA570.00010,PPYXA570_01404,CDS,657937,658743,-,807
PPYXA570.00010,PPYXA570_01405,CDS,659317,660165,+,849
PPYXA570.00010,PPYXA570_01406,CDS,660250,661263,-,1014
PPYXA570.00010,PPYXA570_01407,CDS,661487,663385,+,1899
PPYXA570.00010,PPYXA570_01408,CDS,663436,665292,+,1857
PPYXA570.00010,PPYXA570_01409,CDS,665476,666786,+,1311
PPYXA570.00010,PPYXA570_01410,CDS,667245,667850,-,606
PPYXA570.00010,PPYXA570_01411,CDS,667866,668441,-,576
PPYXA570.00010,PPYXA570_01412,CDS,668879,669568,+,690
PPYXA570.00010,PPYXA570_01413,CDS,669653,670012,+,360
PPYXA570.00010,PPYXA570_01414,CDS,670246,670674,+,429
PPYXA570.00010,PPYXA570_01415,CDS,670686,671147,+,462
PPYXA570.00010,PPYXA570_01416,CDS,671257,671727,+,471
PPYXA570.00010,PPYXA570_01417,CDS,671785,672306,+,522
PPYXA570.00010,PPYXA570_01418,CDS,672332,672781,+,450
PPYXA570.00010,PPYXA570_01419,CDS,672806,673309,+,504
PPYXA570.00010,PPYXA570_01420,CDS,673462,674496,+,1035
PPYXA570.00010,PPYXA570_01421,CDS,674693,675421,+,729
PPYXA570.00010,PPYXA570_01422,CDS,675496,676149,+,654
PPYXA570.00010,PPYXA570_01423,CDS,676318,677298,+,981
PPYXA570.00010,PPYXA570_01424,CDS,677309,678316,+,1008
PPYXA570.00010,PPYXA570_01425,CDS,678309,679331,+,1023
PPYXA570.00010,PPYXA570_01426,CDS,679450,680220,+,771
PPYXA570.00010,PPYXA570_01427,CDS,680451,681512,+,1062
PPYXA570.00010,PPYXA570_01428,CDS,681509,682510,+,1002
PPYXA570.00010,PPYXA570_01429,CDS,682588,682767,+,180
PPYXA570.00010,PPYXA570_01430,CDS,682843,683934,-,1092
PPYXA570.00010,PPYXA570_01431,CDS,684109,684924,+,816
PPYXA570.00010,PPYXA570_01432,CDS,684911,685996,+,1086
PPYXA570.00010,PPYXA570_01433,CDS,686143,686538,+,396
PPYXA570.00010,PPYXA570_01434,CDS,686597,687154,+,558
PPYXA570.00010,PPYXA570_01435,CDS,687210,687380,+,171
PPYXA570.00010,PPYXA570_01436,CDS,687415,688128,+,714
PPYXA570.00010,PPYXA570_01437,CDS,688125,688712,+,588
PPYXA570.00010,PPYXA570_01438,CDS,688904,689362,+,459
PPYXA570.00010,PPYXA570_01439,CDS,689407,690657,+,1251
PPYXA570.00010,PPYXA570_01440,CDS,690769,691713,+,945
PPYXA570.00010,PPYXA570_01441,CDS,691993,692550,+,558
PPYXA570.00010,PPYXA570_01442,CDS,692581,693141,+,561
PPYXA570.00010,PPYXA570_01443,CDS,693144,693485,-,342
PPYXA570.00010,PPYXA570_01444,CDS,693641,694399,-,759
PPYXA570.00010,PPYXA570_01445,CDS,694896,695177,+,282
PPYXA570.00010,PPYXA570_01446,CDS,695766,696566,+,801
PPYXA570.00010,PPYXA570_01447,CDS,697098,697310,-,213
PPYXA570.00010,PPYXA570_01448,CDS,697595,697960,+,366
PPYXA570.00010,PPYXA570_01449,CDS,698046,698354,-,309
PPYXA570.00010,PPYXA570_01450,tRNA,698488,698561,+,74
PPYXA570.00010,PPYXA570_01451,CDS,698802,700073,-,1272
PPYXA570.00010,PPYXA570_01452,CDS,700805,703702,+,2898
PPYXA570.00010,PPYXA570_01453,CDS,703708,705003,+,1296
PPYXA570.00010,PPYXA570_01454,CDS,705145,705675,+,531
PPYXA570.00010,PPYXA570_01455,CDS,705777,706781,-,1005
PPYXA570.00010,PPYXA570_01456,CDS,706807,707781,-,975
PPYXA570.00010,PPYXA570_01457,CDS,707952,708533,-,582
PPYXA570.00010,PPYXA570_01458,CDS,708534,709487,-,954
PPYXA570.00010,PPYXA570_01459,CDS,709795,709992,+,198
PPYXA570.00010,PPYXA570_01460,CDS,710097,710810,+,714
PPYXA570.00010,PPYXA570_01461,CDS,710855,711994,-,1140
PPYXA570.00010,PPYXA570_01462,CDS,712040,712567,-,528
PPYXA570.00010,PPYXA570_01463,CDS,713168,714406,+,1239
PPYXA570.00010,PPYXA570_01464,CDS,714727,715224,+,498
PPYXA570.00010,PPYXA570_01465,CDS,715245,715445,+,201
PPYXA570.00010,PPYXA570_01466,CDS,715498,715857,+,360
PPYXA570.00010,PPYXA570_01467,CDS,716225,717262,+,1038
PPYXA570.00010,PPYXA570_01468,CDS,717400,718938,+,1539
PPYXA570.00010,PPYXA570_01469,CDS,718931,720010,+,1080
PPYXA570.00010,PPYXA570_01470,CDS,720012,720971,+,960
PPYXA570.00010,PPYXA570_01471,CDS,721230,721580,+,351
PPYXA570.00010,PPYXA570_01472,CDS,721615,722055,-,441
PPYXA570.00010,PPYXA570_01473,CDS,722669,724414,+,1746
PPYXA570.00010,PPYXA570_01474,CDS,724416,724901,+,486
PPYXA570.00010,PPYXA570_01475,CDS,725064,726056,+,993
PPYXA570.00010,PPYXA570_01476,CDS,726181,727722,+,1542
PPYXA570.00010,PPYXA570_01477,CDS,727927,729003,+,1077
PPYXA570.00010,PPYXA570_01478,CDS,729324,729863,+,540
PPYXA570.00010,PPYXA570_01479,CDS,730124,730540,+,417
PPYXA570.00010,PPYXA570_01480,CDS,730878,731981,+,1104
PPYXA570.00010,PPYXA570_01481,CDS,732323,734464,+,2142
PPYXA570.00010,PPYXA570_01482,tRNA,734572,734642,+,71
PPYXA570.00010,PPYXA570_01483,CDS,734907,735944,+,1038
PPYXA570.00010,PPYXA570_01484,CDS,736306,738156,+,1851
PPYXA570.00010,PPYXA570_01485,CDS,738605,739636,+,1032
PPYXA570.00010,PPYXA570_01486,CDS,739665,742112,+,2448
PPYXA570.00010,PPYXA570_01487,CDS,742321,744345,+,2025
PPYXA570.00010,PPYXA570_01488,CDS,744495,744854,-,360
PPYXA570.00010,PPYXA570_01489,CDS,745008,747377,+,2370
PPYXA570.00010,PPYXA570_01490,CDS,747430,747843,+,414
PPYXA570.00010,PPYXA570_01491,CDS,747905,748606,+,702
PPYXA570.00010,PPYXA570_01492,CDS,748723,749976,+,1254
PPYXA570.00010,PPYXA570_01493,CDS,750047,751285,-,1239
PPYXA570.00010,PPYXA570_01494,CDS,751401,751637,+,237
PPYXA570.00010,PPYXA570_01495,CDS,751663,752049,+,387
PPYXA570.00010,PPYXA570_01496,CDS,752193,752693,+,501
PPYXA570.00010,PPYXA570_01497,CDS,752703,753917,+,1215
PPYXA570.00010,PPYXA570_01498,CDS,754032,754238,+,207
PPYXA570.00010,PPYXA570_01499,CDS,754339,754908,+,570
PPYXA570.00010,PPYXA570_01500,CDS,754927,755490,+,564
PPYXA570.00010,PPYXA570_01501,CDS,755512,756468,+,957
PPYXA570.00010,PPYXA570_01502,CDS,756511,756876,+,366
PPYXA570.00010,PPYXA570_01503,CDS,756949,757845,+,897
PPYXA570.00010,PPYXA570_01504,CDS,757985,758941,+,957
PPYXA570.00010,PPYXA570_01505,CDS,759106,760113,+,1008
PPYXA570.00010,PPYXA570_01506,CDS,760234,761169,-,936
PPYXA570.00010,PPYXA570_01507,CDS,761962,762879,+,918
PPYXA570.00010,PPYXA570_01508,CDS,763004,764188,+,1185
PPYXA570.00010,PPYXA570_01509,CDS,764185,765363,+,1179
PPYXA570.00010,PPYXA570_01510,CDS,765704,766837,+,1134
PPYXA570.00010,PPYXA570_01511,CDS,766984,767847,-,864
PPYXA570.00010,PPYXA570_01512,CDS,767932,769158,-,1227
PPYXA570.00010,PPYXA570_01513,CDS,769163,769657,-,495
PPYXA570.00010,PPYXA570_01514,CDS,769855,770250,-,396
PPYXA570.00010,PPYXA570_01515,CDS,770490,771371,+,882
PPYXA570.00010,PPYXA570_01516,CDS,771433,772008,+,576
PPYXA570.00010,PPYXA570_01517,CDS,772093,772401,+,309
PPYXA570.00010,PPYXA570_01518,CDS,772597,774180,+,1584
PPYXA570.00010,PPYXA570_01519,CDS,774330,775019,+,690
PPYXA570.00010,PPYXA570_01520,CDS,775021,776499,+,1479
PPYXA570.00010,PPYXA570_01521,CDS,776611,777567,+,957
PPYXA570.00010,PPYXA570_01522,CDS,777834,778871,+,1038
PPYXA570.00010,PPYXA570_01523,CDS,779144,780568,+,1425
PPYXA570.00010,PPYXA570_01524,CDS,780653,780847,+,195
PPYXA570.00010,PPYXA570_01525,CDS,780837,781928,+,1092
PPYXA570.00010,PPYXA570_01526,CDS,782174,782638,+,465
PPYXA570.00010,PPYXA570_01527,CDS,783015,783263,+,249
PPYXA570.00010,PPYXA570_01528,CDS,783368,784435,-,1068
PPYXA570.00010,PPYXA570_01529,CDS,784432,784839,-,408
PPYXA570.00010,PPYXA570_01530,CDS,785111,785767,+,657
PPYXA570.00010,PPYXA570_01531,CDS,785817,787070,+,1254
PPYXA570.00010,PPYXA570_01532,CDS,787090,787848,-,759
PPYXA570.00010,PPYXA570_01533,CDS,788132,790027,+,1896
PPYXA570.00010,PPYXA570_01534,CDS,790277,791299,+,1023
PPYXA570.00010,PPYXA570_01535,CDS,791469,792335,-,867
PPYXA570.00010,PPYXA570_01536,CDS,792579,793475,-,897
PPYXA570.00010,PPYXA570_01537,CDS,793494,794504,-,1011
PPYXA570.00010,PPYXA570_01538,CDS,794709,795257,-,549
PPYXA570.00010,PPYXA570_01539,CDS,795372,795965,-,594
PPYXA570.00010,PPYXA570_01540,CDS,795988,797349,-,1362
PPYXA570.00010,PPYXA570_01541,CDS,797346,798047,-,702
PPYXA570.00010,PPYXA570_01542,CDS,798485,799171,+,687
PPYXA570.00010,PPYXA570_01543,CDS,799168,800751,+,1584
PPYXA570.00010,PPYXA570_01544,CDS,800865,802046,+,1182
PPYXA570.00010,PPYXA570_01545,CDS,802115,803560,-,1446
PPYXA570.00010,PPYXA570_01546,CDS,803557,804723,-,1167
PPYXA570.00010,PPYXA570_01547,CDS,804887,805606,+,720
PPYXA570.00010,PPYXA570_01548,CDS,805603,806673,+,1071
PPYXA570.00010,PPYXA570_01549,CDS,806819,807742,+,924
PPYXA570.00010,PPYXA570_01550,CDS,807739,808446,+,708
PPYXA570.00010,PPYXA570_01551,CDS,808460,809194,+,735
PPYXA570.00010,PPYXA570_01552,CDS,809195,810556,-,1362
PPYXA570.00010,PPYXA570_01553,CDS,810754,810906,+,153
PPYXA570.00010,PPYXA570_01554,CDS,810982,812247,+,1266
PPYXA570.00010,PPYXA570_01555,CDS,812298,812975,+,678
PPYXA570.00010,PPYXA570_01556,CDS,812950,816204,+,3255
PPYXA570.00010,PPYXA570_01557,CDS,816191,818092,+,1902
PPYXA570.00010,PPYXA570_01558,CDS,818131,818460,-,330
PPYXA570.00010,PPYXA570_01559,CDS,818457,819182,-,726
PPYXA570.00010,PPYXA570_01560,CDS,819359,820597,-,1239
PPYXA570.00010,PPYXA570_01561,CDS,820831,821379,+,549
PPYXA570.00010,PPYXA570_01562,CDS,821479,821994,+,516
PPYXA570.00010,PPYXA570_01563,CDS,822102,823568,-,1467
PPYXA570.00010,PPYXA570_01564,CDS,823795,824496,+,702
PPYXA570.00010,PPYXA570_01565,CDS,824544,826133,+,1590
PPYXA570.00010,PPYXA570_01566,CDS,826204,827829,-,1626
PPYXA570.00010,PPYXA570_01567,CDS,827985,828836,-,852
PPYXA570.00010,PPYXA570_01568,CDS,828869,829342,-,474
PPYXA570.00010,PPYXA570_01569,CDS,829563,829946,+,384
PPYXA570.00010,PPYXA570_01570,CDS,830054,830602,-,549
PPYXA570.00010,PPYXA570_01571,CDS,830865,831137,+,273
PPYXA570.00010,PPYXA570_01572,CDS,831046,831816,-,771
PPYXA570.00010,PPYXA570_01573,CDS,831915,832217,+,303
PPYXA570.00010,PPYXA570_01574,CDS,832286,832801,-,516
PPYXA570.00010,PPYXA570_01575,CDS,832982,833968,+,987
PPYXA570.00010,PPYXA570_01576,CDS,833965,836013,+,2049
PPYXA570.00010,PPYXA570_01577,CDS,836153,836464,+,312
PPYXA570.00010,PPYXA570_01578,CDS,836539,837714,+,1176
PPYXA570.00010,PPYXA570_01579,CDS,837851,838375,+,525
PPYXA570.00010,PPYXA570_01580,CDS,838421,839095,+,675
PPYXA570.00010,PPYXA570_01581,CDS,839190,839645,+,456
PPYXA570.00010,PPYXA570_01582,CDS,839824,841200,+,1377
PPYXA570.00010,PPYXA570_01583,CDS,841190,841315,+,126
PPYXA570.00010,PPYXA570_01584,CDS,841548,842918,+,1371
PPYXA570.00010,PPYXA570_01585,CDS,843212,844555,+,1344
PPYXA570.00010,PPYXA570_01586,CDS,844555,845043,+,489
PPYXA570.00010,PPYXA570_01587,CDS,845766,846545,+,780
PPYXA570.00010,PPYXA570_01588,CDS,847468,848016,+,549
PPYXA570.00010,PPYXA570_01589,CDS,849265,849657,+,393
PPYXA570.00010,PPYXA570_01590,CDS,850970,852112,+,1143
PPYXA570.00010,PPYXA570_01591,CDS,852214,852768,+,555
PPYXA570.00010,PPYXA570_01592,CDS,853101,853343,+,243
PPYXA570.00010,PPYXA570_01593,CDS,853863,854408,+,546
PPYXA570.00010,PPYXA570_01594,CDS,854568,855206,+,639
PPYXA570.00010,PPYXA570_01595,CDS,855399,855890,-,492
PPYXA570.00010,PPYXA570_01596,CDS,856186,856368,+,183
PPYXA570.00010,PPYXA570_01597,CDS,856979,857308,+,330
PPYXA570.00010,PPYXA570_01598,CDS,857456,858034,+,579
PPYXA570.00010,PPYXA570_01599,CDS,858237,858521,+,285
PPYXA570.00010,PPYXA570_01600,CDS,858632,858751,+,120
PPYXA570.00010,PPYXA570_01601,CDS,858806,858928,+,123
PPYXA570.00010,PPYXA570_01602,CDS,859009,859332,+,324
