Contig accession,Feature name,Feature,Begin,End,Strand,Length
Contig_010,Feature_01188,CDS,425312,426316,+,1005
Contig_010,Feature_01189,CDS,426352,427263,+,912
Contig_010,Feature_01190,CDS,427544,428959,+,1416
Contig_010,Feature_01191,CDS,429031,429975,+,945
Contig_010,Feature_01192,CDS,429997,430983,+,987
Contig_010,Feature_01193,CDS,430988,431944,-,957
Contig_010,Feature_01194,CDS,432172,432738,+,567
Contig_010,Feature_01195,CDS,432850,433662,+,813
Contig_010,Feature_01196,CDS,433833,434516,+,684
Contig_010,Feature_01197,CDS,434978,439576,+,4599
Contig_010,Feature_01198,CDS,439899,441536,+,1638
Contig_010,Feature_01199,CDS,441653,442297,+,645
Contig_010,Feature_01200,CDS,442575,443318,+,744
Contig_010,Feature_01201,CDS,443302,443940,+,639
Contig_010,Feature_01202,CDS,443980,444873,+,894
Contig_010,Feature_01203,CDS,444890,445588,+,699
Contig_010,Feature_01204,CDS,445588,446523,+,936
Contig_010,Feature_01205,CDS,446534,447871,+,1338
Contig_010,Feature_01206,CDS,447891,448646,+,756
Contig_010,Feature_01207,CDS,448643,450094,+,1452
Contig_010,Feature_01208,CDS,450100,451479,+,1380
Contig_010,Feature_01209,CDS,451502,452341,+,840
Contig_010,Feature_01210,CDS,452328,453515,+,1188
Contig_010,Feature_01211,CDS,453512,454660,+,1149
Contig_010,Feature_01212,CDS,454689,455789,+,1101
Contig_010,Feature_01213,CDS,455795,457123,+,1329
Contig_010,Feature_01214,CDS,457779,459155,+,1377
Contig_010,Feature_01215,CDS,459373,461007,+,1635
Contig_010,Feature_01216,CDS,461056,463350,+,2295
Contig_010,Feature_01217,CDS,463664,463846,+,183
Contig_010,Feature_01218,CDS,463898,464266,-,369
Contig_010,Feature_01219,CDS,464595,465344,+,750
Contig_010,Feature_01220,CDS,465325,466002,+,678
Contig_010,Feature_01221,CDS,466086,466784,+,699
Contig_010,Feature_01222,CDS,466819,467757,+,939
Contig_010,Feature_01223,CDS,467778,468767,+,990
Contig_010,Feature_01224,CDS,468882,470225,+,1344
Contig_010,Feature_01225,CDS,470212,471480,+,1269
Contig_010,Feature_01226,CDS,472224,473438,+,1215
Contig_010,Feature_01227,CDS,473435,474676,+,1242
Contig_010,Feature_01228,CDS,474651,475463,+,813
Contig_010,Feature_01229,CDS,475516,476856,+,1341
Contig_010,Feature_01230,CDS,476870,477847,+,978
Contig_010,Feature_01231,CDS,477966,478463,+,498
Contig_010,Feature_01232,CDS,478579,479499,+,921
Contig_010,Feature_01233,CDS,479492,480274,+,783
Contig_010,Feature_01234,CDS,480535,481620,+,1086
Contig_010,Feature_01235,CDS,481660,482121,-,462
Contig_010,Feature_01236,CDS,482167,483198,-,1032
Contig_010,Feature_01237,CDS,483321,484751,+,1431
Contig_010,Feature_01238,CDS,484946,485890,+,945
Contig_010,Feature_01239,CDS,485959,486861,-,903
Contig_010,Feature_01240,CDS,487074,488360,+,1287
Contig_010,Feature_01241,CDS,488335,490260,+,1926
Contig_010,Feature_01242,CDS,490314,490442,+,129
Contig_010,Feature_01243,CDS,490571,491626,+,1056
Contig_010,Feature_01244,CDS,491613,491915,+,303
Contig_010,Feature_01245,CDS,491917,492402,+,486
Contig_010,Feature_01246,CDS,492460,493986,+,1527
Contig_010,Feature_01247,CDS,494007,495884,+,1878
Contig_010,Feature_01248,CDS,496542,497873,+,1332
Contig_010,Feature_01249,CDS,498054,498968,-,915
Contig_010,Feature_01250,CDS,499177,499416,+,240
Contig_010,Feature_01251,CDS,499466,499645,+,180
Contig_010,Feature_01252,CDS,499777,500433,-,657
Contig_010,Feature_01253,CDS,500426,501094,-,669
Contig_010,Feature_01254,CDS,501132,501872,-,741
Contig_010,Feature_01255,CDS,501928,503112,-,1185
Contig_010,Feature_01256,CDS,503780,504310,-,531
Contig_010,Feature_01257,CDS,504446,504925,+,480
Contig_010,Feature_01258,CDS,504929,505765,+,837
Contig_010,Feature_01259,CDS,505782,506297,+,516
Contig_010,Feature_01260,CDS,506294,507358,+,1065
Contig_010,Feature_01261,CDS,507903,509867,-,1965
Contig_010,Feature_01262,CDS,510137,510790,+,654
Contig_010,Feature_01263,CDS,510829,511317,+,489
Contig_010,Feature_01264,CDS,511431,511913,+,483
Contig_010,Feature_01265,CDS,512016,512264,+,249
Contig_010,Feature_01266,CDS,512377,513144,+,768
Contig_010,Feature_01267,CDS,513433,513714,+,282
Contig_010,Feature_01268,CDS,513788,515416,+,1629
Contig_010,Feature_01269,CDS,515628,516251,+,624
Contig_010,Feature_01270,CDS,516501,517262,+,762
Contig_010,Feature_01271,CDS,517355,517597,+,243
Contig_010,Feature_01272,CDS,517705,518328,+,624
Contig_010,Feature_01273,CDS,518736,519617,+,882
Contig_010,Feature_01274,CDS,519718,521043,+,1326
Contig_010,Feature_01275,CDS,521149,521739,-,591
Contig_010,Feature_01276,CDS,521769,522116,-,348
Contig_010,Feature_01277,CDS,522133,522825,-,693
Contig_010,Feature_01278,CDS,522963,523934,+,972
Contig_010,Feature_01279,CDS,524017,524805,-,789
Contig_010,Feature_01280,CDS,525386,525559,-,174
Contig_010,Feature_01281,CDS,525652,526368,+,717
Contig_010,Feature_01282,CDS,526975,527349,+,375
Contig_010,Feature_01283,CDS,527467,527787,-,321
Contig_010,Feature_01284,CDS,527957,528946,+,990
Contig_010,Feature_01285,CDS,528943,529764,+,822
Contig_010,Feature_01286,CDS,529882,531249,+,1368
Contig_010,Feature_01287,CDS,531505,532089,+,585
Contig_010,Feature_01288,CDS,532114,533478,+,1365
Contig_010,Feature_01289,CDS,533480,534703,+,1224
Contig_010,Feature_01290,CDS,534797,537391,-,2595
Contig_010,Feature_01291,CDS,537366,538589,-,1224
Contig_010,Feature_01292,CDS,539103,539666,+,564
Contig_010,Feature_01293,CDS,539819,541300,+,1482
Contig_010,Feature_01294,CDS,541441,543471,-,2031
Contig_010,Feature_01295,CDS,543698,544645,-,948
Contig_010,Feature_01296,CDS,545086,545778,-,693
Contig_010,Feature_01297,CDS,545771,546694,-,924
Contig_010,Feature_01298,CDS,546797,547741,-,945
Contig_010,Feature_01299,CDS,547743,548450,-,708
Contig_010,Feature_01300,CDS,550707,550892,-,186
Contig_010,Feature_01301,CDS,550843,551148,-,306
Contig_010,Feature_01302,CDS,551402,552151,+,750
Contig_010,Feature_01303,CDS,552173,554221,+,2049
Contig_010,Feature_01304,CDS,554205,555209,+,1005
Contig_010,Feature_01305,CDS,555244,556044,+,801
Contig_010,Feature_01306,CDS,556167,558860,+,2694
Contig_010,Feature_01307,CDS,558857,559351,+,495
Contig_010,Feature_01308,CDS,559367,560377,+,1011
Contig_010,Feature_01309,CDS,560382,560663,+,282
Contig_010,Feature_01310,CDS,561884,562387,+,504
Contig_010,Feature_01311,CDS,562640,564271,+,1632
Contig_010,Feature_01312,CDS,564299,566020,-,1722
Contig_010,Feature_01313,CDS,566130,567101,-,972
Contig_010,Feature_01314,CDS,567336,567968,+,633
Contig_010,Feature_01315,CDS,568079,569356,+,1278
Contig_010,Feature_01316,CDS,569624,570820,+,1197
Contig_010,Feature_01317,CDS,571114,571395,+,282
Contig_010,Feature_01318,CDS,571480,571752,+,273
Contig_010,Feature_01319,CDS,571931,574153,+,2223
Contig_010,Feature_01320,CDS,574534,575046,+,513
Contig_010,Feature_01321,tRNA,575091,575166,+,76
Contig_010,Feature_01322,tRNA,575168,575256,+,89
Contig_010,Feature_01323,CDS,575425,576300,-,876
Contig_010,Feature_01324,CDS,576373,577134,-,762
Contig_010,Feature_01325,tRNA,577381,577452,+,72
Contig_010,Feature_01326,tRNA,577539,577614,+,76
Contig_010,Feature_01327,tRNA,577630,577715,+,86
Contig_010,Feature_01328,CDS,577878,578333,+,456
Contig_010,Feature_01329,CDS,578520,578894,+,375
Contig_010,Feature_01330,CDS,578982,579365,+,384
Contig_010,Feature_01331,CDS,579994,580731,-,738
Contig_010,Feature_01332,tRNA,580995,581077,+,83
Contig_010,Feature_01333,CDS,581227,581712,-,486
Contig_010,Feature_01334,CDS,582461,582856,+,396
Contig_010,Feature_01335,CDS,582936,583043,+,108
Contig_010,Feature_01336,CDS,583263,584939,+,1677
Contig_010,Feature_01337,CDS,584986,587022,+,2037
Contig_010,Feature_01338,CDS,587042,587770,+,729
Contig_010,Feature_01339,CDS,587901,589109,-,1209
Contig_010,Feature_01340,CDS,589123,589665,-,543
Contig_010,Feature_01341,CDS,590068,591387,-,1320
Contig_010,Feature_01342,CDS,591823,592242,+,420
Contig_010,Feature_01343,CDS,592396,592692,+,297
Contig_010,Feature_01344,CDS,592818,593243,+,426
Contig_010,Feature_01345,CDS,593240,594028,-,789
Contig_010,Feature_01346,CDS,594265,595236,+,972
Contig_010,Feature_01347,CDS,595251,596015,+,765
Contig_010,Feature_01348,CDS,596021,596950,+,930
Contig_010,Feature_01349,CDS,596947,597834,+,888
Contig_010,Feature_01350,CDS,598054,600381,+,2328
Contig_010,Feature_01351,CDS,600478,600696,+,219
Contig_010,Feature_01352,CDS,600912,602084,+,1173
Contig_010,Feature_01353,CDS,602092,603345,+,1254
Contig_010,Feature_01354,CDS,603342,604133,+,792
Contig_010,Feature_01355,CDS,604146,605024,+,879
Contig_010,Feature_01356,CDS,605035,605229,+,195
Contig_010,Feature_01357,CDS,605229,605897,+,669
Contig_010,Feature_01358,CDS,605938,608154,+,2217
Contig_010,Feature_01359,CDS,608123,609118,+,996
Contig_010,Feature_01360,CDS,609149,609718,+,570
Contig_010,Feature_01361,CDS,609780,611564,+,1785
Contig_010,Feature_01362,CDS,611774,612655,-,882
Contig_010,Feature_01363,CDS,612984,614111,+,1128
Contig_010,Feature_01364,CDS,614134,615033,+,900
Contig_010,Feature_01365,CDS,615439,617484,+,2046
Contig_010,Feature_01366,CDS,617775,618089,+,315
Contig_010,Feature_01367,CDS,618198,619097,-,900
Contig_010,Feature_01368,CDS,619349,620704,+,1356
Contig_010,Feature_01369,CDS,620852,621484,+,633
Contig_010,Feature_01370,CDS,621490,622071,+,582
Contig_010,Feature_01371,CDS,622245,622646,-,402
Contig_010,Feature_01372,CDS,622866,623927,+,1062
Contig_010,Feature_01373,CDS,624080,624850,+,771
Contig_010,Feature_01374,CDS,624865,626373,-,1509
Contig_010,Feature_01375,CDS,626506,627417,+,912
Contig_010,Feature_01376,CDS,627556,628356,-,801
Contig_010,Feature_01377,CDS,628519,629520,-,1002
Contig_010,Feature_01378,CDS,629681,630784,+,1104
Contig_010,Feature_01379,CDS,630774,631745,+,972
Contig_010,Feature_01380,CDS,631718,632512,+,795
Contig_010,Feature_01381,CDS,633033,634040,+,1008
Contig_010,Feature_01382,CDS,634037,635083,+,1047
Contig_010,Feature_01383,CDS,635080,635916,+,837
Contig_010,Feature_01384,CDS,635957,637027,+,1071
Contig_010,Feature_01385,CDS,637024,637584,+,561
Contig_010,Feature_01386,CDS,637581,638450,+,870
Contig_010,Feature_01387,CDS,638447,640108,+,1662
Contig_010,Feature_01388,CDS,640207,641910,-,1704
Contig_010,Feature_01389,CDS,642413,643642,+,1230
Contig_010,Feature_01390,CDS,643847,644680,+,834
Contig_010,Feature_01391,CDS,644847,646748,+,1902
Contig_010,Feature_01392,CDS,646990,648387,+,1398
Contig_010,Feature_01393,CDS,648642,649340,+,699
Contig_010,Feature_01394,CDS,649408,650496,-,1089
Contig_010,Feature_01395,CDS,650561,651325,-,765
Contig_010,Feature_01396,CDS,651490,651999,+,510
Contig_010,Feature_01397,CDS,652099,652533,-,435
Contig_010,Feature_01398,CDS,652554,653243,-,690
Contig_010,Feature_01399,CDS,653298,653447,+,150
Contig_010,Feature_01400,CDS,653419,654276,-,858
Contig_010,Feature_01401,CDS,654601,655368,+,768
Contig_010,Feature_01402,CDS,655506,656186,+,681
Contig_010,Feature_01403,CDS,656269,657687,-,1419
Contig_010,Feature_01404,CDS,657937,658743,-,807
Contig_010,Feature_01405,CDS,659317,660165,+,849
Contig_010,Feature_01406,CDS,660250,661263,-,1014
Contig_010,Feature_01407,CDS,661487,663385,+,1899
Contig_010,Feature_01408,CDS,663436,665292,+,1857
Contig_010,Feature_01409,CDS,665476,666786,+,1311
Contig_010,Feature_01410,CDS,667245,667850,-,606
Contig_010,Feature_01411,CDS,667866,668441,-,576
Contig_010,Feature_01412,CDS,668879,669568,+,690
Contig_010,Feature_01413,CDS,669653,670012,+,360
Contig_010,Feature_01414,CDS,670246,670674,+,429
Contig_010,Feature_01415,CDS,670686,671147,+,462
Contig_010,Feature_01416,CDS,671257,671727,+,471
Contig_010,Feature_01417,CDS,671785,672306,+,522
Contig_010,Feature_01418,CDS,672332,672781,+,450
Contig_010,Feature_01419,CDS,672806,673309,+,504
Contig_010,Feature_01420,CDS,673462,674496,+,1035
Contig_010,Feature_01421,CDS,674693,675421,+,729
Contig_010,Feature_01422,CDS,675496,676149,+,654
Contig_010,Feature_01423,CDS,676318,677298,+,981
Contig_010,Feature_01424,CDS,677309,678316,+,1008
Contig_010,Feature_01425,CDS,678309,679331,+,1023
Contig_010,Feature_01426,CDS,679450,680220,+,771
Contig_010,Feature_01427,CDS,680451,681512,+,1062
Contig_010,Feature_01428,CDS,681509,682510,+,1002
Contig_010,Feature_01429,CDS,682588,682767,+,180
Contig_010,Feature_01430,CDS,682843,683934,-,1092
Contig_010,Feature_01431,CDS,684109,684924,+,816
Contig_010,Feature_01432,CDS,684911,685996,+,1086
Contig_010,Feature_01433,CDS,686143,686538,+,396
Contig_010,Feature_01434,CDS,686597,687154,+,558
Contig_010,Feature_01435,CDS,687210,687380,+,171
Contig_010,Feature_01436,CDS,687415,688128,+,714
Contig_010,Feature_01437,CDS,688125,688712,+,588
Contig_010,Feature_01438,CDS,688904,689362,+,459
Contig_010,Feature_01439,CDS,689407,690657,+,1251
Contig_010,Feature_01440,CDS,690769,691713,+,945
Contig_010,Feature_01441,CDS,691993,692550,+,558
Contig_010,Feature_01442,CDS,692581,693141,+,561
Contig_010,Feature_01443,CDS,693144,693485,-,342
Contig_010,Feature_01444,CDS,693641,694399,-,759
Contig_010,Feature_01445,CDS,694896,695177,+,282
Contig_010,Feature_01446,CDS,695766,696566,+,801
Contig_010,Feature_01447,CDS,697098,697310,-,213
Contig_010,Feature_01448,CDS,697595,697960,+,366
Contig_010,Feature_01449,CDS,698046,698354,-,309
Contig_010,Feature_01450,tRNA,698488,698561,+,74
Contig_010,Feature_01451,CDS,698802,700073,-,1272
Contig_010,Feature_01452,CDS,700805,703702,+,2898
Contig_010,Feature_01453,CDS,703708,705003,+,1296
Contig_010,Feature_01454,CDS,705145,705675,+,531
Contig_010,Feature_01455,CDS,705777,706781,-,1005
Contig_010,Feature_01456,CDS,706807,707781,-,975
Contig_010,Feature_01457,CDS,707952,708533,-,582
Contig_010,Feature_01458,CDS,708534,709487,-,954
Contig_010,Feature_01459,CDS,709795,709992,+,198
Contig_010,Feature_01460,CDS,710097,710810,+,714
Contig_010,Feature_01461,CDS,710855,711994,-,1140
Contig_010,Feature_01462,CDS,712040,712567,-,528
Contig_010,Feature_01463,CDS,713168,714406,+,1239
Contig_010,Feature_01464,CDS,714727,715224,+,498
Contig_010,Feature_01465,CDS,715245,715445,+,201
Contig_010,Feature_01466,CDS,715498,715857,+,360
Contig_010,Feature_01467,CDS,716225,717262,+,1038
Contig_010,Feature_01468,CDS,717400,718938,+,1539
Contig_010,Feature_01469,CDS,718931,720010,+,1080
Contig_010,Feature_01470,CDS,720012,720971,+,960
Contig_010,Feature_01471,CDS,721230,721580,+,351
Contig_010,Feature_01472,CDS,721615,722055,-,441
Contig_010,Feature_01473,CDS,722669,724414,+,1746
Contig_010,Feature_01474,CDS,724416,724901,+,486
Contig_010,Feature_01475,CDS,725064,726056,+,993
Contig_010,Feature_01476,CDS,726181,727722,+,1542
Contig_010,Feature_01477,CDS,727927,729003,+,1077
Contig_010,Feature_01478,CDS,729324,729863,+,540
Contig_010,Feature_01479,CDS,730124,730540,+,417
Contig_010,Feature_01480,CDS,730878,731981,+,1104
Contig_010,Feature_01481,CDS,732323,734464,+,2142
Contig_010,Feature_01482,tRNA,734572,734642,+,71
Contig_010,Feature_01483,CDS,734907,735944,+,1038
Contig_010,Feature_01484,CDS,736306,738156,+,1851
Contig_010,Feature_01485,CDS,738605,739636,+,1032
Contig_010,Feature_01486,CDS,739665,742112,+,2448
Contig_010,Feature_01487,CDS,742321,744345,+,2025
Contig_010,Feature_01488,CDS,744495,744854,-,360
Contig_010,Feature_01489,CDS,745008,747377,+,2370
Contig_010,Feature_01490,CDS,747430,747843,+,414
Contig_010,Feature_01491,CDS,747905,748606,+,702
Contig_010,Feature_01492,CDS,748723,749976,+,1254
Contig_010,Feature_01493,CDS,750047,751285,-,1239
Contig_010,Feature_01494,CDS,751401,751637,+,237
Contig_010,Feature_01495,CDS,751663,752049,+,387
Contig_010,Feature_01496,CDS,752193,752693,+,501
Contig_010,Feature_01497,CDS,752703,753917,+,1215
Contig_010,Feature_01498,CDS,754032,754238,+,207
Contig_010,Feature_01499,CDS,754339,754908,+,570
Contig_010,Feature_01500,CDS,754927,755490,+,564
Contig_010,Feature_01501,CDS,755512,756468,+,957
Contig_010,Feature_01502,CDS,756511,756876,+,366
Contig_010,Feature_01503,CDS,756949,757845,+,897
Contig_010,Feature_01504,CDS,757985,758941,+,957
Contig_010,Feature_01505,CDS,759106,760113,+,1008
Contig_010,Feature_01506,CDS,760234,761169,-,936
Contig_010,Feature_01507,CDS,761962,762879,+,918
Contig_010,Feature_01508,CDS,763004,764188,+,1185
Contig_010,Feature_01509,CDS,764185,765363,+,1179
Contig_010,Feature_01510,CDS,765704,766837,+,1134
Contig_010,Feature_01511,CDS,766984,767847,-,864
Contig_010,Feature_01512,CDS,767932,769158,-,1227
Contig_010,Feature_01513,CDS,769163,769657,-,495
Contig_010,Feature_01514,CDS,769855,770250,-,396
Contig_010,Feature_01515,CDS,770490,771371,+,882
Contig_010,Feature_01516,CDS,771433,772008,+,576
Contig_010,Feature_01517,CDS,772093,772401,+,309
Contig_010,Feature_01518,CDS,772597,774180,+,1584
Contig_010,Feature_01519,CDS,774330,775019,+,690
Contig_010,Feature_01520,CDS,775021,776499,+,1479
Contig_010,Feature_01521,CDS,776611,777567,+,957
Contig_010,Feature_01522,CDS,777834,778871,+,1038
Contig_010,Feature_01523,CDS,779144,780568,+,1425
Contig_010,Feature_01524,CDS,780653,780847,+,195
Contig_010,Feature_01525,CDS,780837,781928,+,1092
Contig_010,Feature_01526,CDS,782174,782638,+,465
Contig_010,Feature_01527,CDS,783015,783263,+,249
Contig_010,Feature_01528,CDS,783368,784435,-,1068
Contig_010,Feature_01529,CDS,784432,784839,-,408
Contig_010,Feature_01530,CDS,785111,785767,+,657
Contig_010,Feature_01531,CDS,785817,787070,+,1254
Contig_010,Feature_01532,CDS,787090,787848,-,759
Contig_010,Feature_01533,CDS,788132,790027,+,1896
Contig_010,Feature_01534,CDS,790277,791299,+,1023
Contig_010,Feature_01535,CDS,791469,792335,-,867
Contig_010,Feature_01536,CDS,792579,793475,-,897
Contig_010,Feature_01537,CDS,793494,794504,-,1011
Contig_010,Feature_01538,CDS,794709,795257,-,549
Contig_010,Feature_01539,CDS,795372,795965,-,594
Contig_010,Feature_01540,CDS,795988,797349,-,1362
Contig_010,Feature_01541,CDS,797346,798047,-,702
Contig_010,Feature_01542,CDS,798485,799171,+,687
Contig_010,Feature_01543,CDS,799168,800751,+,1584
Contig_010,Feature_01544,CDS,800865,802046,+,1182
Contig_010,Feature_01545,CDS,802115,803560,-,1446
Contig_010,Feature_01546,CDS,803557,804723,-,1167
Contig_010,Feature_01547,CDS,804887,805606,+,720
Contig_010,Feature_01548,CDS,805603,806673,+,1071
Contig_010,Feature_01549,CDS,806819,807742,+,924
Contig_010,Feature_01550,CDS,807739,808446,+,708
Contig_010,Feature_01551,CDS,808460,809194,+,735
Contig_010,Feature_01552,CDS,809195,810556,-,1362
Contig_010,Feature_01553,CDS,810754,810906,+,153
Contig_010,Feature_01554,CDS,810982,812247,+,1266
Contig_010,Feature_01555,CDS,812298,812975,+,678
Contig_010,Feature_01556,CDS,812950,816204,+,3255
Contig_010,Feature_01557,CDS,816191,818092,+,1902
Contig_010,Feature_01558,CDS,818131,818460,-,330
Contig_010,Feature_01559,CDS,818457,819182,-,726
Contig_010,Feature_01560,CDS,819359,820597,-,1239
Contig_010,Feature_01561,CDS,820831,821379,+,549
Contig_010,Feature_01562,CDS,821479,821994,+,516
Contig_010,Feature_01563,CDS,822102,823568,-,1467
Contig_010,Feature_01564,CDS,823795,824496,+,702
Contig_010,Feature_01565,CDS,824544,826133,+,1590
Contig_010,Feature_01566,CDS,826204,827829,-,1626
Contig_010,Feature_01567,CDS,827985,828836,-,852
Contig_010,Feature_01568,CDS,828869,829342,-,474
Contig_010,Feature_01569,CDS,829563,829946,+,384
Contig_010,Feature_01570,CDS,830054,830602,-,549
Contig_010,Feature_01571,CDS,830865,831137,+,273
Contig_010,Feature_01572,CDS,831046,831816,-,771
Contig_010,Feature_01573,CDS,831915,832217,+,303
Contig_010,Feature_01574,CDS,832286,832801,-,516
Contig_010,Feature_01575,CDS,832982,833968,+,987
Contig_010,Feature_01576,CDS,833965,836013,+,2049
Contig_010,Feature_01577,CDS,836153,836464,+,312
Contig_010,Feature_01578,CDS,836539,837714,+,1176
Contig_010,Feature_01579,CDS,837851,838375,+,525
Contig_010,Feature_01580,CDS,838421,839095,+,675
Contig_010,Feature_01581,CDS,839190,839645,+,456
Contig_010,Feature_01582,CDS,839824,841200,+,1377
Contig_010,Feature_01583,CDS,841190,841315,+,126
Contig_010,Feature_01584,CDS,841548,842918,+,1371
Contig_010,Feature_01585,CDS,843212,844555,+,1344
Contig_010,Feature_01586,CDS,844555,845043,+,489
Contig_010,Feature_01587,CDS,845766,846545,+,780
Contig_010,Feature_01588,CDS,847468,848016,+,549
Contig_010,Feature_01589,CDS,849265,849657,+,393
Contig_010,Feature_01590,CDS,850970,852112,+,1143
Contig_010,Feature_01591,CDS,852214,852768,+,555
Contig_010,Feature_01592,CDS,853101,853343,+,243
Contig_010,Feature_01593,CDS,853863,854408,+,546
Contig_010,Feature_01594,CDS,854568,855206,+,639
Contig_010,Feature_01595,CDS,855399,855890,-,492
Contig_010,Feature_01596,CDS,856186,856368,+,183
Contig_010,Feature_01597,CDS,856979,857308,+,330
Contig_010,Feature_01598,CDS,857456,858034,+,579
Contig_010,Feature_01599,CDS,858237,858521,+,285
Contig_010,Feature_01600,CDS,858632,858751,+,120
Contig_010,Feature_01601,CDS,858806,858928,+,123
Contig_010,Feature_01602,CDS,859009,859332,+,324
Contig_010,Feature_01603,CDS,859543,859683,+,141
Contig_012,Feature_01604,CDS,789,1967,+,1179
Contig_012,Feature_01605,CDS,1981,2715,+,735
Contig_012,Feature_01606,CDS,2684,3796,+,1113
Contig_012,Feature_01607,CDS,3824,4450,+,627
Contig_012,Feature_01608,CDS,4505,5638,+,1134
Contig_012,Feature_01609,CDS,5680,6846,+,1167
Contig_012,Feature_01610,CDS,6843,8639,+,1797
Contig_012,Feature_01611,CDS,8617,10347,+,1731
Contig_012,Feature_01612,CDS,11014,11307,-,294
Contig_012,Feature_01613,CDS,11702,12010,-,309
Contig_012,Feature_01614,CDS,12175,12384,+,210
Contig_012,Feature_01615,CDS,12692,12970,+,279
Contig_012,Feature_01616,CDS,12984,13499,+,516
Contig_012,Feature_01617,CDS,13523,14404,+,882
Contig_012,Feature_01618,CDS,14549,14683,+,135
Contig_012,Feature_01619,CDS,15264,15674,+,411
Contig_012,Feature_01620,CDS,15853,16485,+,633
Contig_012,Feature_01621,CDS,16981,17790,-,810
Contig_012,Feature_01622,CDS,18179,18433,+,255
Contig_012,Feature_01623,CDS,19290,19979,-,690
Contig_012,Feature_01624,CDS,20225,21133,+,909
Contig_012,Feature_01625,CDS,21524,21946,+,423
Contig_012,Feature_01626,CDS,22111,22365,+,255
Contig_012,Feature_01627,CDS,23374,23724,+,351
Contig_012,Feature_01628,CDS,24102,24287,-,186
Contig_012,Feature_01629,CDS,25332,28571,+,3240
Contig_012,Feature_01630,CDS,28644,34076,+,5433
Contig_012,Feature_01631,CDS,34073,34603,+,531
Contig_012,Feature_01632,CDS,35139,35867,+,729
Contig_012,Feature_01633,CDS,36148,36348,-,201
Contig_012,Feature_01634,CDS,36520,37296,+,777
Contig_012,Feature_01635,CDS,37417,38655,+,1239
Contig_012,Feature_01636,CDS,38851,39399,+,549
Contig_012,Feature_01637,CDS,39416,40075,+,660
Contig_012,Feature_01638,CDS,40815,41786,+,972
Contig_012,Feature_01639,CDS,41866,42186,+,321
Contig_012,Feature_01640,CDS,44037,45038,+,1002
Contig_012,Feature_01641,CDS,45066,46436,+,1371
Contig_012,Feature_01642,CDS,46406,48238,+,1833
Contig_012,Feature_01643,CDS,48207,49469,+,1263
Contig_012,Feature_01644,CDS,49501,50403,+,903
Contig_012,Feature_01645,CDS,50400,50786,+,387
Contig_012,Feature_01646,CDS,50783,51574,+,792
Contig_012,Feature_01647,CDS,52841,53083,-,243
Contig_012,Feature_01648,CDS,53713,54339,-,627
Contig_012,Feature_01649,CDS,54336,55652,-,1317
Contig_012,Feature_01650,CDS,56129,57916,-,1788
Contig_012,Feature_01651,CDS,57938,59386,-,1449
Contig_012,Feature_01652,CDS,59417,62374,-,2958
Contig_012,Feature_01653,CDS,63007,63987,+,981
Contig_012,Feature_01654,CDS,64118,64360,+,243
Contig_012,Feature_01655,CDS,65854,66354,+,501
Contig_012,Feature_01656,CDS,67258,67935,-,678
Contig_012,Feature_01657,CDS,68267,68446,-,180
Contig_012,Feature_01658,CDS,68753,69406,+,654
Contig_012,Feature_01659,CDS,69666,70967,-,1302
Contig_012,Feature_01660,CDS,70964,71221,-,258
Contig_012,Feature_01661,CDS,72126,72662,+,537
Contig_012,Feature_01662,CDS,73060,73992,-,933
Contig_012,Feature_01663,CDS,74654,74980,-,327
Contig_012,Feature_01664,CDS,75850,79002,-,3153
Contig_012,Feature_01665,CDS,79915,80238,-,324
Contig_012,Feature_01666,CDS,80460,81002,+,543
Contig_012,Feature_01667,CDS,81089,84925,-,3837
Contig_012,Feature_01668,CDS,85012,86442,-,1431
Contig_012,Feature_01669,CDS,86918,97771,-,10854
Contig_012,Feature_01670,CDS,97831,100614,-,2784
Contig_012,Feature_01671,CDS,100641,117356,-,16716
Contig_012,Feature_01672,CDS,117343,131766,-,14424
Contig_012,Feature_01673,CDS,131767,132909,-,1143
Contig_012,Feature_01674,CDS,132930,133595,-,666
Contig_012,Feature_01675,CDS,133630,135882,-,2253
Contig_012,Feature_01676,CDS,136749,137207,+,459
Contig_012,Feature_01677,CDS,137491,137778,+,288
Contig_012,Feature_01678,CDS,138277,139242,-,966
Contig_012,Feature_01679,CDS,139719,140801,+,1083
Contig_012,Feature_01680,CDS,142751,143053,+,303
Contig_012,Feature_01681,CDS,143221,144096,-,876
Contig_012,Feature_01682,CDS,144151,145254,-,1104
Contig_013,Feature_01683,CDS,454,771,+,318
Contig_013,Feature_01684,CDS,1520,2992,-,1473
Contig_013,Feature_01685,CDS,4101,4403,+,303
Contig_013,Feature_01686,CDS,4556,5665,-,1110
Contig_013,Feature_01687,CDS,5662,6894,-,1233
Contig_013,Feature_01688,CDS,7201,7674,+,474
Contig_013,Feature_01689,CDS,8067,8849,+,783
Contig_013,Feature_01690,CDS,8873,10177,+,1305
Contig_013,Feature_01691,CDS,10174,11397,+,1224
Contig_013,Feature_01692,CDS,11387,11809,+,423
Contig_013,Feature_01693,CDS,11840,13237,+,1398
Contig_013,Feature_01694,CDS,13492,13854,+,363
Contig_013,Feature_01695,CDS,14066,14905,-,840
Contig_013,Feature_01696,CDS,15134,15988,+,855
Contig_013,Feature_01697,CDS,16160,17224,-,1065
